ride_id,point_idx,latitude,longitude,timestamp,meter_reading,meter_increment,ride_status,passenger_count
3c1b3a65-429d-4ad8-bcc2-d0e272359752,6,40.778240000000004,-73.9565,2024-09-04 17:07:16.346980 UTC,0.25714287,0.042857144,enroute,1
b199f87e-ea8c-49e0-a3bc-3c9d1cf6bf59,1126,40.72319,-73.83628,2024-09-04 17:07:13.253620 UTC,23.798845,0.021135742,enroute,5
e9e50f87-9d00-474e-88f2-9494e7a12624,39,40.80002,-73.964670000000012,2024-09-04 17:07:11.184110 UTC,1.5033519,0.038547486,enroute,2
f4d1c91a-8290-46f0-b607-7d8111cb9453,2054,40.729090000000006,-73.90964000000001,2024-09-04 17:07:11.353320 UTC,45.29131,0.022050297,enroute,1
20825fe9-22a3-49f5-850e-f26f0a2a7b13,496,40.670790000000004,-73.80104,2024-09-04 17:07:15.144130 UTC,11.976061,0.024145285,enroute,2
ddf7c437-2935-4903-8741-3aa8d6f95f88,2136,40.685950000000005,-73.807340000000011,2024-09-04 17:07:15.979490 UTC,41.061882,0.019223727,enroute,1
739a548c-6cdd-4320-b478-3dd49f4ffa43,187,40.76715,-73.97092,2024-09-04 17:07:09.481600 UTC,6.05,0.032352943,enroute,2
28270a73-ab0c-4451-8aca-1daa6dadb000,105,40.73474,-73.99957,2024-09-04 17:07:11.331600 UTC,6.125,0.058333334,enroute,1
dd20f933-39e7-4c10-ba2e-9bdcde8e69c5,1881,40.726090000000006,-73.90252000000001,2024-09-04 17:07:13.367080 UTC,55.014194,0.029247312,enroute,1
9c1a9fe4-311d-4b69-a09c-6bf1d4701036,583,40.74157,-73.950330000000008,2024-09-04 17:07:13.885730 UTC,12.97703,0.022259057,enroute,1
27b5d477-726c-496f-8c8e-b64efe58409e,1147,40.74459,-73.962970000000013,2024-09-04 17:07:10.172580 UTC,29.982298,0.026139755,enroute,2
e835e896-5424-4f44-9ffe-9759fdb4e550,239,40.77611,-73.97977,2024-09-04 17:07:10.884840 UTC,7.777883,0.032543443,enroute,2
871c458d-c047-4bac-ba5d-fe548222a003,1251,40.7107,-73.983520000000013,2024-09-04 17:07:18.698740 UTC,28.7199,0.022957554,enroute,2
8d370d25-a7b8-4620-bb6c-f235876e0a1a,96,40.75488,-73.9821,2024-09-04 17:07:20.309060 UTC,4.4169016,0.04600939,enroute,5
be13e602-a690-48d5-8afc-29d4592edadc,25,40.763540000000006,-73.98519,2024-09-04 17:07:09.380720 UTC,0.9649123,0.038596492,enroute,2
97918e61-a0fb-4ba6-83c2-96562d8eb964,45,40.765010000000004,-73.96407,2024-09-04 17:07:15.991340 UTC,1.5194806,0.033766236,enroute,1
b851e79d-a517-40a4-8d46-6d03e9b3427a,1611,40.764790000000005,-73.86181,2024-09-04 17:07:08.113700 UTC,28.130798,0.0174617,enroute,2
261d5197-fd7a-4f3f-9b39-5fc8f6b67730,69,40.780370000000005,-73.98035,2024-09-04 17:07:11.167960 UTC,3.5963638,0.052121215,enroute,2
5ad1262d-d0c8-45d3-8367-bccd00a11cc6,1382,40.670860000000005,-73.99803,2024-09-04 17:07:12.156870 UTC,39.595615,0.028650953,enroute,1
e6181c8c-9aec-4d5f-9060-1d996ae0b25c,117,40.74745,-74.00435,2024-09-04 17:07:13.408410 UTC,5.0803804,0.043422054,enroute,1
1dd8cfbe-16dc-46b0-b8e3-76b8d16a2176,130,40.753550000000004,-73.985040000000012,2024-09-04 17:07:13.703920 UTC,5.4878893,0.04221453,enroute,6
7e8d4907-b550-475e-802d-7a1a2a152e04,934,40.714290000000005,-73.82465,2024-09-04 17:07:15.398490 UTC,20.782883,0.022251481,enroute,1
d4f60030-e4e3-4d56-98a4-d6937f2ba7ef,80,40.76102,-73.99279,2024-09-04 17:07:18.962370 UTC,3.8290598,0.04786325,enroute,6
59696e0e-c3d8-4242-b533-79cacffd4565,402,40.66172,-73.80383,2024-09-04 17:07:11.527120 UTC,8.44229,0.021000722,enroute,1
8a647a81-2af4-4eac-afa5-6fde92cc9526,152,40.774460000000005,-73.95721,2024-09-04 17:07:19.744700 UTC,7.168559,0.04716157,enroute,1
e25eb9fd-4bbd-45cc-a787-f3282bdfe51a,337,40.742720000000006,-73.96048,2024-09-04 17:07:10.144830 UTC,9.108676,0.027028713,enroute,3
336f2a7c-ae4b-4ca4-9f92-83fd4ad02957,39,40.77526,-73.98743,2024-09-04 17:07:11.951110 UTC,1.2651219,0.032439023,enroute,1
8dd77b99-10b8-4119-ba5c-98d6fe4161bb,458,40.758010000000006,-73.99665,2024-09-04 17:07:13.435700 UTC,17.34701,0.037875567,enroute,3
ee941d8e-e1d5-4d65-a540-f85bd3f05bde,274,40.75869,-73.985310000000013,2024-09-04 17:07:14.110150 UTC,9.767193,0.03564669,enroute,1
cb816612-7088-42dc-a137-3701f95d49cc,319,40.756780000000006,-73.954090000000008,2024-09-04 17:07:10.252080 UTC,34.404095,0.10784983,enroute,2
c5d67292-0c33-4221-9a09-892ced6750c8,206,40.7453,-73.99848,2024-09-04 17:07:09.509380 UTC,12.738165,0.06183575,enroute,2
36d87946-684e-487a-b9d8-b5bf6ed7c2fb,120,40.726270000000007,-73.99608,2024-09-04 17:07:11.034630 UTC,5.672727,0.047272727,enroute,1
275424b5-9578-4fc0-a547-1418004942e5,177,40.78842,-73.970760000000013,2024-09-04 17:07:13.356090 UTC,4.912653,0.027755102,enroute,1
31ed06d4-0648-43d1-b861-87a4c1cd5ee7,189,40.767480000000006,-73.970670000000013,2024-09-04 17:07:13.331600 UTC,5.985,0.031666666,enroute,1
14cd9441-41cf-4179-ac17-4de9d853c7c4,454,40.767280000000007,-74.02196,2024-09-04 17:07:13.485610 UTC,12.435292,0.027390512,enroute,1
4a4e6acb-c711-40a0-bb49-beb370ba9354,1081,40.68997,-74.08598,2024-09-04 17:07:10.173070 UTC,37.696865,0.034872215,enroute,1
2da6e069-5440-4df3-a3bf-feb8594e6bf9,177,40.76988,-73.97472,2024-09-04 17:07:18.573510 UTC,6.767647,0.03823529,enroute,5
45d550b9-5df6-4a25-bb27-5f6195a54e40,182,40.77783,-73.964970000000008,2024-09-04 17:07:15.155330 UTC,6.081356,0.033414043,enroute,1
de6054fd-ab43-4734-b452-f541656003ef,125,40.73561,-73.994880000000009,2024-09-04 17:07:09.656130 UTC,4.1509433,0.033207547,enroute,1
16b26164-7ba4-489a-9efc-934aac6153f5,35,40.764930000000007,-73.96820000000001,2024-09-04 17:07:20.328370 UTC,3.2741935,0.09354839,enroute,1
22972722-1566-49f4-b897-b231b5a2b62d,404,40.759080000000004,-73.95865,2024-09-04 17:07:07.107520 UTC,15.683538,0.03882064,enroute,5
97b13425-4b77-4ef5-a9bf-5d79026f7874,1001,40.72827,-73.885190000000009,2024-09-04 17:07:13.206180 UTC,21.916433,0.021894539,enroute,1
4a8ad7a6-f51b-47eb-a18b-c80705a42a24,26,40.736610000000006,-73.99321,2024-09-04 17:07:08.236650 UTC,1.6282827,0.06262626,enroute,5
e38cbd4a-8d33-4029-a5d8-3c855d5905f3,244,40.734500000000004,-73.998920000000012,2024-09-04 17:07:19.528510 UTC,11.987621,0.049129594,enroute,6
9b558da2-991a-49da-bdbf-5376122ba2da,505,40.754230000000007,-73.99047,2024-09-04 17:07:13.171100 UTC,17.56717,0.034786474,enroute,1
8b147074-e686-4d7e-aab2-350e71227b73,1238,40.8485,-73.93742,2024-09-04 17:07:13.869810 UTC,22.205996,0.017936992,enroute,1
22e9c3c7-5bdc-4b13-996b-d86bf7e4d310,358,40.742270000000005,-73.98274,2024-09-04 17:07:15.986760 UTC,12.963227,0.03621013,enroute,1
ba28454e-a152-4cf7-8824-d20d1e499eb6,1692,40.76903,-73.86368,2024-09-04 17:07:13.012020 UTC,42.175663,0.024926515,enroute,5
383e4fd1-0cbe-4e1d-a894-47d0d0a2f45f,61,40.785860000000007,-73.948850000000007,2024-09-04 17:07:18.660410 UTC,2.44,0.04,enroute,2
8a953310-647c-40ac-b3b4-af32eb2f414e,2036,40.808840000000004,-73.834120000000013,2024-09-04 17:07:06.987980 UTC,52.06831,0.025573825,enroute,1
a2a20c44-4d65-414a-95f1-e9daccef83f8,197,40.73722,-73.996950000000012,2024-09-04 17:07:19.233720 UTC,6.8031774,0.034533896,enroute,1
e68fc93c-f0fe-4106-bed0-0e72e9e94ea3,11,40.76314,-73.96259,2024-09-04 17:07:11.458870 UTC,0.6636364,0.06033058,enroute,1
f6b2ab9b-7ae7-47e6-9b44-6dc4af5ead96,187,40.75437,-73.98447,2024-09-04 17:07:15.117710 UTC,7.350138,0.039305553,enroute,1
bb89f5d5-70d8-4c4e-92be-22cc2c527d6d,71,40.754090000000005,-73.978370000000012,2024-09-04 17:07:10.913790 UTC,2.5295548,0.035627533,enroute,3
faed75b3-a57f-4943-aa6c-64c1b0da1b8c,1383,40.68797,-74.09996000000001,2024-09-04 17:07:15.932220 UTC,42.877285,0.031003099,enroute,2
0aa0c7cd-4a4f-45b5-ac3e-c7b86e4942d3,1455,40.769670000000005,-73.86596,2024-09-04 17:07:15.976630 UTC,31.92328,0.021940399,enroute,1
5a9ee4ec-06a7-47d2-9605-109f9e13134f,480,40.760830000000006,-73.956520000000012,2024-09-04 17:07:19.115060 UTC,11.30827,0.023558896,enroute,2
9fa7eec6-797a-48c8-89b6-ea2817eb65a9,113,40.78316,-73.98242,2024-09-04 17:07:19.341770 UTC,7.9483056,0.07033899,enroute,1
19e6c987-ba3d-4eb2-8706-1d5319297d3b,121,40.767590000000006,-73.9555,2024-09-04 17:07:11.100730 UTC,7.471141,0.061744966,enroute,1
ee064814-d34a-4f67-abdf-98aeac10ead3,1317,40.84801,-73.942820000000012,2024-09-04 17:07:07.030340 UTC,26.82911,0.020371381,enroute,5
5a4c6629-7ed2-4d66-acb1-368d274975a7,79,40.76961,-73.974290000000011,2024-09-04 17:07:13.308980 UTC,3.1976192,0.04047619,enroute,1
88ca6a1d-54cf-4653-ac87-7a989af81a14,1509,40.735820000000004,-73.85857,2024-09-04 17:07:15.466550 UTC,28.387758,0.018812299,enroute,2
d6ecf046-d6a9-4bb0-80a7-52a18150f222,217,40.75943,-73.98447,2024-09-04 17:07:15.139010 UTC,8.304938,0.038271606,enroute,1
23a0fa48-3c0d-4c0c-a0f2-e6a17145ad84,997,40.72025,-73.9441,2024-09-04 17:07:20.321750 UTC,23.624052,0.023695137,enroute,1
b3614341-fbd1-4e64-b229-92e7e09a02be,244,40.771480000000004,-73.953300000000013,2024-09-04 17:07:11.512850 UTC,9.912499,0.040625,enroute,3
a0d1bcfe-816d-4b54-af83-c7f73f9cc0b9,147,40.75171,-73.97588,2024-09-04 17:07:13.287160 UTC,5.9111114,0.04021164,enroute,3
b34800bd-7efd-4573-a41e-cfc41ae8026c,261,40.76408,-73.89537,2024-09-04 17:07:16.405430 UTC,8.942988,0.034264322,enroute,1
1bd2a91a-b1d3-447b-a213-d7da181771c5,7,40.714710000000004,-74.01599,2024-09-04 17:07:20.473840 UTC,0.17244527,0.024635037,enroute,1
6c68b96a-3273-494e-a857-d8b419cdf500,37,40.702470000000005,-74.01137,2024-09-04 17:07:15.932300 UTC,0.94766635,0.025612604,enroute,1
207e678a-7891-4dc1-8fa4-515cbe3d491f,60,40.76008,-73.976970000000009,2024-09-04 17:07:13.011790 UTC,1.2139924,0.020233206,enroute,1
1cd5f303-06cc-4d72-95ff-590296d6dd9d,258,40.70871,-73.99809,2024-09-04 17:07:13.016580 UTC,4.427375,0.017160367,enroute,3
2b439202-f353-48bd-be80-b9175a48bd4a,215,40.644850000000005,-73.79759,2024-09-04 17:07:07.070580 UTC,4.8774447,0.022685789,enroute,1
06eb5921-42ab-455b-9064-1db84dd5495a,2687,40.748140000000006,-73.97041,2024-09-04 17:07:08.124290 UTC,60.98941,0.022697957,enroute,2
a76e40a7-c31b-4a4e-8c87-0bf6a4220127,381,40.75883,-73.85495,2024-09-04 17:07:07.054450 UTC,6.8966885,0.018101545,enroute,1
9ac599d8-0224-4a43-b36e-6c9c3ef67ad1,643,40.710010000000004,-73.989920000000012,2024-09-04 17:07:18.389080 UTC,17.7135,0.027548209,enroute,2
91929f76-a978-420a-8238-8080d6d66aed,329,40.70989,-73.989960000000011,2024-09-04 17:07:09.426530 UTC,6.669785,0.020272903,enroute,1
